ID,Item_Outlet_Sales
FDN40OUT045,2439.4859574803154
FDB35OUT027,2254.1243035087723
FDA22OUT017,2718.62785
NCL06OUT046,3787.5076417910436
FDI35OUT013,3717.800567999999
NCW42OUT045,3725.007187200001
NCX06OUT049,2606.791375384616
FDC37OUT027,2734.704145833333
FDZ14OUT018,1913.8421000000005
DRG49OUT049,4036.5720145833325
NCG06OUT045,3862.6357009009
DRC36OUT045,2718.62785
FDV21OUT019,276.71463265306113
FDB53OUT046,2722.8775265625
DRP47OUT019,579.6709787234045
FDA14OUT013,2413.6486485714295
DRC24OUT035,2413.6486485714295
FDW21OUT018,1334.2503961538464
NCH29OUT046,1554.8990769230768
FDU58OUT013,3297.717643076922
FDY27OUT017,2969.5644262068968
FDV56OUT035,1707.1403591240878
FDT59OUT046,4037.812638235294
FDB23OUT046,3436.3226645161285
FDR49OUT045,898.5214585365852
FDB03OUT010,579.6709787234045
FDN39OUT045,3181.560342105264
FDX02OUT027,5583.944839531058
FDQ16OUT027,2734.704145833333
FDU35OUT018,1334.2503961538464
NCT29OUT013,1995.5749946428568
FDZ27OUT046,736.2284184397168
FDN57OUT017,2246.500584313726
FDA03OUT018,1913.8421000000005
FDZ36OUT045,2976.862745901639
NCU05OUT013,1235.7664125000008
FDT39OUT018,1913.8421000000005
FDK60OUT017,1554.8990769230768
FDZ25OUT017,2718.62785
FDG12OUT046,2062.5471984000005
DRB01OUT019,443.1992814285715
NCC43OUT027,5609.657911027532
FDX13OUT019,579.6709787234045
FDM22OUT049,874.5515255813954
FDJ03OUT027,2254.1243035087723
FDU14OUT018,3472.734470588235
FDB33OUT010,372.49492424242425
FDP27OUT046,3406.2586563106797
FDO38OUT010,139.39430909090913
FDE28OUT027,5609.657911027532
FDO27OUT035,1544.7701371428568
DRL23OUT027,4309.664996491228
FDS28OUT046,874.5515255813954
FDX24OUT013,1437.4446789473686
FDZ02OUT035,1554.8990769230768
FDL46OUT045,1650.9204541666666
FDS60OUT027,4858.6629377358495
NCO06OUT017,635.2273300813005
FDO16OUT035,1392.434901030928
FDC60OUT049,1467.8507136842102
FDA48OUT018,3163.379109433962
FDZ36OUT027,4858.6629377358495
FDK27OUT045,1885.9219217391292
FDW23OUT018,629.0179469387754
FDM14OUT018,1621.0622896551724
FDM14OUT013,1443.7987793103443
FDW60OUT018,2738.6295916666654
FDE21OUT013,1995.5749946428568
NCM42OUT035,1707.1403591240878
FDY59OUT010,226.1515972413793
DRI49OUT049,1235.7664125000008
FDT28OUT019,372.49492424242425
FDQ22OUT018,629.0179469387754
FDR60OUT049,1235.7664125000008
FDC50OUT019,276.71463265306113
FDV24OUT013,2439.4859574803154
DRF48OUT010,443.1992814285715
FDQ47OUT046,652.7951214953272
DRN36OUT049,1554.8990769230768
NCY06OUT035,2154.2537956521737
FDE52OUT035,1467.8507136842102
NCB54OUT045,1650.9204541666666
NCF31OUT035,2439.4859574803154
FDJ08OUT027,4858.6629377358495
NCC07OUT017,1645.0914015873013
NCD19OUT027,2138.6147326086957
FDL46OUT049,2144.234507692309
FDM20OUT045,3862.6357009009
NCI06OUT010,443.1992814285715
DRM11OUT035,4320.813725714288
NCH07OUT018,2312.82275
FDS23OUT013,1995.5749946428568
FDO49OUT018,629.0179469387754
FDS35OUT049,1065.8112234042553
DRK39OUT045,1235.7664125000008
DRI39OUT049,903.9705953488373
FDV04OUT017,2490.6059508771928
NCN14OUT035,2875.8419048780493
FDH08OUT013,4235.7893363636385
FDS20OUT046,3406.2586563106797
FDV40OUT049,1235.7664125000008
FDZ48OUT010,226.1515972413793
FDS24OUT027,2254.1243035087723
FDK44OUT049,3051.3035043478253
FDS48OUT045,2413.6486485714295
FDK26OUT010,443.1992814285715
FDD23OUT045,3717.800567999999
NCH54OUT017,2506.9311916666666
NCP14OUT010,226.1515972413793
FDM60OUT010,134.54361562500003
FDV24OUT017,2439.4859574803154
FDH08OUT018,3090.5326333333337
FDS12OUT027,3350.5521925925923
FDR39OUT027,4858.6629377358495
FDP12OUT027,1034.1271358024692
DRF60OUT027,5609.657911027532
FDC09OUT035,1707.1403591240878
FDF50OUT018,3163.379109433962
FDG28OUT035,4036.5720145833325
NCE19OUT017,874.5515255813954
NCM53OUT010,226.1515972413793
NCN18OUT049,1783.4539305263156
FDF32OUT035,2738.147217910448
FDF11OUT013,4036.5720145833325
DRI59OUT049,3725.007187200001
NCG54OUT035,2718.62785
FDM44OUT046,1707.1403591240878
FDT57OUT018,3472.734470588235
FDV24OUT046,2439.4859574803154
FDI50OUT019,540.6296000000001
FDS09OUT035,806.0360604651165
NCC31OUT027,3960.442038926174
FDQ07OUT019,540.6296000000001
FDC22OUT017,2976.862745901639
FDZ56OUT046,2718.62785
FDZ40OUT019,139.39430909090913
FDS46OUT027,3008.8659913043484
DRD24OUT045,2246.500584313726
FDV45OUT017,2976.862745901639
FDL26OUT045,2413.6486485714295
FDA56OUT018,1913.8421000000005
FDN27OUT046,2144.234507692309
FDM20OUT049,4036.5720145833325
FDO16OUT017,1392.434901030928
FDL03OUT035,3058.7650959999987
FDE58OUT046,2144.234507692309
FDI02OUT027,3008.8659913043484
NCC55OUT019,139.39430909090913
FDR03OUT018,3163.379109433962
FDB14OUT017,1240.6032981818182
FDR45OUT013,4036.5720145833325
NCN07OUT017,2154.2537956521737
FDM51OUT019,276.71463265306113
FDT52OUT027,5609.657911027532
FDL26OUT046,2413.6486485714295
NCZ42OUT046,4036.5720145833325
DRI47OUT019,339.83086885245893
FDW40OUT013,2246.500584313726
FDN34OUT046,3181.560342105264
FDS01OUT035,2969.5644262068968
NCG55OUT045,1650.9204541666666
FDC11OUT035,1240.6032981818182
FDX35OUT018,3090.5326333333337
NCB06OUT046,2809.437504477611
FDR09OUT019,579.6709787234045
FDC53OUT017,1554.8990769230768
FDY45OUT013,4497.685504020194
FDA22OUT010,443.1992814285715
FDE02OUT035,1544.7701371428568
FDW21OUT045,1707.1403591240878
FDV34OUT046,1361.8809298701296
FDS59OUT049,1800.6448786516855
NCW17OUT017,2154.2537956521737
NCK54OUT046,2062.5471984000005
FDG17OUT019,579.6709787234045
FDG35OUT017,3181.560342105264
FDD08OUT010,139.39430909090913
NCO07OUT017,3938.293467532468
FDJ10OUT010,339.83086885245893
FDW36OUT017,1707.1403591240878
FDW21OUT010,226.1515972413793
FDY19OUT017,2071.0065678571436
DRE03OUT013,736.2284184397168
NCC55OUT049,635.2273300813005
FDH52OUT010,134.54361562500003
FDO09OUT017,3862.6357009009
FDU43OUT045,4036.5720145833325
FDX09OUT010,443.1992814285715
FDH40OUT019,276.71463265306113
FDW58OUT017,1707.1403591240878
FDC47OUT017,4037.812638235294
NCR41OUT035,1544.7701371428568
DRG49OUT035,4036.5720145833325
FDC52OUT027,3960.442038926174
FDY13OUT046,1361.8809298701296
FDY35OUT013,668.5075866666666
FDI35OUT017,3717.800567999999
NCU18OUT049,2246.500584313726
FDY33OUT018,2312.82275
FDC15OUT027,3960.442038926174
FDU01OUT049,2875.8419048780493
NCU42OUT046,3181.560342105264
NCV29OUT018,2738.6295916666654
NCY30OUT017,2875.8419048780493
FDQ46OUT049,1783.4539305263156
FDG58OUT027,3960.442038926174
FDK33OUT017,3332.6921636363627
NCD07OUT045,1885.9219217391292
NCX29OUT027,3960.442038926174
NCT42OUT013,2230.899564210526
DRN59OUT035,736.2284184397168
FDI44OUT035,1361.8809298701296
FDA45OUT049,2606.791375384616
FDP31OUT045,1065.8112234042553
FDY01OUT046,2062.5471984000005
FDT09OUT018,1913.8421000000005
DRH03OUT027,2138.6147326086957
FDA36OUT018,2738.6295916666654
NCF31OUT017,2439.4859574803154
FDG14OUT049,2439.4859574803154
FDG28OUT027,5609.657911027532
FDU14OUT049,3862.6357009009
FDY47OUT019,276.71463265306113
FDI56OUT049,1300.9381578947368
DRD01OUT013,759.140864516129
FDM22OUT046,874.5515255813954
FDH33OUT013,548.8336101694914
DRZ24OUT013,1995.5749946428568
NCQ38OUT046,1707.1403591240878
FDO16OUT027,2138.6147326086957
FDU07OUT027,3960.442038926174
NCB07OUT013,2738.147217910448
FDU48OUT045,1995.5749946428568
NCM43OUT045,2809.437504477611
FDR31OUT010,339.83086885245893
DRK49OUT018,629.0179469387754
NCI30OUT010,579.6709787234045
DRD60OUT017,2969.5644262068968
NCG19OUT046,3594.1548499999985
FDH12OUT035,1707.1403591240878
FDM32OUT035,1300.9381578947368
FDM27OUT035,2413.6486485714295
NCU53OUT027,3960.442038926174
NCQ18OUT046,1707.1403591240878
FDS10OUT013,2969.5644262068968
FDB33OUT027,3960.442038926174
FDI12OUT013,1437.4446789473686
NCW42OUT013,3725.007187200001
NCC06OUT018,1913.8421000000005
FDW02OUT017,2002.671826229508
NCD43OUT017,1443.7987793103443
FDM57OUT018,1124.6880491228073
FDA58OUT017,4123.780255555555
FDK56OUT046,3406.2586563106797
FDP52OUT045,4235.7893363636385
FDW20OUT018,1913.8421000000005
FDS52OUT049,1443.7987793103443
NCT29OUT018,1621.0622896551724
NCL54OUT013,2969.5644262068968
FDC05OUT045,3058.7650959999987
FDF34OUT035,2738.147217910448
FDP03OUT027,3350.5521925925923
FDD32OUT010,226.1515972413793
FDZ10OUT045,1885.9219217391292
FDZ40OUT035,874.5515255813954
FDD51OUT018,629.0179469387754
NCY30OUT019,443.1992814285715
FDP58OUT017,3725.007187200001
FDV49OUT017,4320.813725714288
FDY24OUT019,139.39430909090913
NCO55OUT017,1707.1403591240878
FDR13OUT017,2071.0065678571436
FDS51OUT017,1065.8112234042553
FDP26OUT045,1707.1403591240878
NCB54OUT027,3350.5521925925923
FDF32OUT017,3326.0926733333345
FDN31OUT018,2738.6295916666654
DRM48OUT017,635.2273300813005
FDN20OUT049,2718.62785
DRL01OUT046,3594.1548499999985
FDV56OUT049,1443.7987793103443
DRH13OUT027,2734.704145833333
FDA03OUT017,2413.6486485714295
FDF47OUT027,4309.664996491228
FDX32OUT046,2722.8775265625
FDX57OUT049,1554.8990769230768
NCA30OUT045,2875.8419048780493
FDO49OUT013,736.2284184397168
FDL04OUT019,276.71463265306113
DRM48OUT035,635.2273300813005
FDR16OUT013,3332.6921636363627
NCC19OUT018,2738.6295916666654
NCE42OUT045,3594.1548499999985
FDY24OUT017,898.5214585365852
FDH19OUT049,2606.791375384616
FDJ46OUT013,2718.62785
FDN45OUT010,540.6296000000001
FDY08OUT035,2439.4859574803154
FDZ37OUT035,1392.434901030928
NCT30OUT045,736.2284184397168
DRY23OUT018,629.0179469387754
NCZ30OUT018,1621.0622896551724
FDC44OUT018,1621.0622896551724
FDB45OUT035,1707.1403591240878
FDY04OUT013,2326.1813302325586
FDM27OUT046,2809.437504477611
FDZ43OUT017,4123.780255555555
FDT39OUT019,372.49492424242425
NCC06OUT019,276.71463265306113
FDL15OUT027,3960.442038926174
FDL57OUT017,3862.6357009009
FDU08OUT046,1554.8990769230768
FDK40OUT017,4320.813725714288
FDQ12OUT010,540.6296000000001
FDS48OUT017,2413.6486485714295
FDP09OUT045,3332.6921636363627
FDW21OUT049,1443.7987793103443
FDY25OUT035,2969.5644262068968
DRE13OUT017,1392.434901030928
FDV43OUT019,139.39430909090913
FDD22OUT045,1783.4539305263156
FDM46OUT019,276.71463265306113
NCO30OUT010,539.4644499999999
FDM25OUT046,2718.62785
NCN41OUT049,2144.234507692309
FDU24OUT045,1467.8507136842102
FDZ50OUT046,3406.2586563106797
FDP45OUT013,4497.685504020194
NCM54OUT045,1995.5749946428568
FDW10OUT019,443.1992814285715
FDP20OUT017,2154.2537956521737
FDK32OUT046,2722.8775265625
FDN52OUT049,1467.8507136842102
FDM58OUT045,1783.4539305263156
FDZ46OUT027,2734.704145833333
NCA18OUT018,1621.0622896551724
FDD35OUT046,2062.5471984000005
NCK31OUT035,736.2284184397168
FDI40OUT027,2254.1243035087723
FDT50OUT019,276.71463265306113
NCT06OUT046,2809.437504477611
FDT31OUT035,2875.8419048780493
FDT45OUT049,874.5515255813954
FDT13OUT045,2976.862745901639
FDO50OUT045,1240.6032981818182
NCU18OUT010,339.83086885245893
NCR54OUT049,2738.147217910448
NCO18OUT018,2738.6295916666654
FDU09OUT045,874.5515255813954
FDT13OUT018,2738.6295916666654
FDE09OUT046,1783.4539305263156
NCK53OUT019,276.71463265306113
FDG45OUT049,3332.6921636363627
DRH15OUT035,736.2284184397168
FDO21OUT019,540.6296000000001
FDD14OUT027,4858.6629377358495
FDC09OUT046,1707.1403591240878
FDH45OUT027,1034.1271358024692
FDV32OUT046,1065.8112234042553
FDG12OUT035,2071.0065678571436
FDS32OUT013,2246.500584313726
NCL55OUT018,3472.734470588235
DRE01OUT035,4036.5720145833325
DRE15OUT049,1235.7664125000008
NCL42OUT045,3862.6357009009
FDP31OUT013,759.140864516129
FDN33OUT018,1334.2503961538464
FDZ59OUT046,2490.6059508771928
FDE45OUT010,443.1992814285715
FDJ07OUT013,1995.5749946428568
FDQ45OUT018,2738.6295916666654
FDM33OUT027,5583.944839531058
FDO15OUT010,134.54361562500003
FDM46OUT013,1437.4446789473686
FDR03OUT045,3938.293467532468
FDY49OUT018,2312.82275
FDQ60OUT045,1885.9219217391292
FDW10OUT049,2606.791375384616
FDO51OUT049,668.5075866666666
FDJ40OUT018,1621.0622896551724
FDS20OUT018,2738.6295916666654
FDU45OUT013,1783.4539305263156
FDV02OUT035,2718.62785
FDN09OUT046,4036.5720145833325
NCM55OUT027,4858.6629377358495
FDN23OUT018,1913.8421000000005
FDY31OUT010,339.83086885245893
FDW03OUT010,226.1515972413793
FDD14OUT046,2875.8419048780493
FDV23OUT017,2071.0065678571436
DRI03OUT045,2969.5644262068968
FDN13OUT035,1800.6448786516855
FDF45OUT027,2138.6147326086957
FDU46OUT035,1467.8507136842102
FDB57OUT049,3436.3226645161285
FDV12OUT049,1443.7987793103443
FDQ58OUT013,2230.899564210526
NCA18OUT017,2002.671826229508
FDH52OUT049,1065.8112234042553
FDM24OUT018,1913.8421000000005
NCP43OUT027,4858.6629377358495
NCO18OUT019,443.1992814285715
FDM32OUT017,1300.9381578947368
NCL07OUT017,635.2273300813005
FDK03OUT013,4497.685504020194
FDP59OUT017,1800.6448786516855
FDQ24OUT049,3862.6357009009
FDQ16OUT018,1621.0622896551724
FDU44OUT013,2326.1813302325586
FDH28OUT010,134.54361562500003
FDV28OUT019,80.37157142857143
FDM22OUT045,874.5515255813954
FDR56OUT046,2738.147217910448
FDV39OUT049,3058.7650959999987
FDU37OUT019,139.39430909090913
FDQ11OUT010,579.6709787234045
FDX02OUT045,3725.007187200001
NCS42OUT018,1334.2503961538464
FDY57OUT027,2254.1243035087723
FDB21OUT049,4036.5720145833325
FDE28OUT017,4037.812638235294
FDQ55OUT017,2002.671826229508
FDA48OUT049,3725.007187200001
FDZ19OUT045,2718.62785
NCC43OUT045,3862.6357009009
NCV18OUT046,1361.8809298701296
NCA42OUT018,2312.82275
FDY45OUT046,3787.5076417910436
NCC30OUT045,2969.5644262068968
FDM57OUT013,1437.4446789473686
FDL09OUT010,372.49492424242425
FDB09OUT027,3350.5521925925923
FDT44OUT035,2071.0065678571436
NCT06OUT027,3960.442038926174
FDX26OUT049,3406.2586563106797
FDK32OUT013,2722.8775265625
DRA12OUT046,2413.6486485714295
FDO46OUT010,443.1992814285715
FDE52OUT013,1437.4446789473686
NCH42OUT045,4037.812638235294
FDV08OUT035,652.7951214953272
FDB47OUT018,3163.379109433962
FDC28OUT010,226.1515972413793
FDD22OUT046,2062.5471984000005
FDS07OUT027,3008.8659913043484
DRI13OUT045,3725.007187200001
FDG32OUT018,3090.5326333333337
FDU14OUT017,3862.6357009009
FDD28OUT019,139.39430909090913
NCP41OUT017,1707.1403591240878
FDS08OUT049,2606.791375384616
FDX47OUT045,2490.6059508771928
FDC53OUT019,276.71463265306113
FDQ19OUT035,4036.5720145833325
FDL14OUT045,2230.899564210526
FDM33OUT019,540.6296000000001
FDA51OUT045,1650.9204541666666
FDZ27OUT018,629.0179469387754
FDT04OUT046,548.8336101694914
DRC13OUT049,2062.5471984000005
FDR16OUT027,5583.944839531058
FDQ03OUT027,5609.657911027532
FDE38OUT035,2718.62785
DRH23OUT027,2254.1243035087723
FDT11OUT019,443.1992814285715
FDD09OUT035,2969.5644262068968
FDR40OUT045,1361.8809298701296
FDX07OUT017,2875.8419048780493
FDR07OUT035,1554.8990769230768
FDA51OUT017,2071.0065678571436
FDT59OUT019,540.6296000000001
FDF20OUT017,3326.0926733333345
FDR13OUT045,1650.9204541666666
FDY26OUT049,3938.293467532468
FDW04OUT017,2154.2537956521737
FDK52OUT017,4037.812638235294
FDN60OUT049,2809.437504477611
FDM09OUT019,443.1992814285715
FDP46OUT049,1467.8507136842102
FDB50OUT019,139.39430909090913
NCQ29OUT049,3862.6357009009
FDP16OUT027,5609.657911027532
FDX33OUT018,2497.608531578948
FDP07OUT010,540.6296000000001
FDN22OUT046,3787.5076417910436
FDF39OUT049,3862.6357009009
FDS21OUT017,1065.8112234042553
NCM42OUT013,1645.0914015873013
FDK50OUT019,372.49492424242425
DRF13OUT027,3960.442038926174
FDH35OUT018,2312.82275
FDP60OUT018,1334.2503961538464
DRJ49OUT027,3350.5521925925923
NCT42OUT019,372.49492424242425
FDE38OUT049,2718.62785
FDI04OUT049,3058.7650959999987
NCH54OUT045,2809.437504477611
FDT56OUT049,903.9705953488373
DRD15OUT018,3472.734470588235
FDV58OUT013,2875.8419048780493
FDP21OUT049,3406.2586563106797
FDH05OUT013,3594.1548499999985
FDR10OUT027,3960.442038926174
NCP06OUT045,2274.5480105263164
FDF33OUT049,1800.6448786516855
DRK37OUT013,3297.717643076922
DRH49OUT045,1392.434901030928
FDT58OUT013,2718.62785
FDD41OUT018,1334.2503961538464
FDP40OUT018,1621.0622896551724
FDM51OUT027,2734.704145833333
FDO45OUT010,226.1515972413793
FDW33OUT010,226.1515972413793
FDY24OUT045,874.5515255813954
FDB10OUT010,579.6709787234045
FDM40OUT035,2208.9341714285715
NCI06OUT017,2969.5644262068968
FDW12OUT019,339.83086885245893
FDX48OUT027,3960.442038926174
NCW05OUT027,2734.704145833333
FDX27OUT017,1544.7701371428568
DRM37OUT045,3058.7650959999987
FDA38OUT045,4036.5720145833325
FDR36OUT046,652.7951214953272
FDZ45OUT046,2738.147217910448
FDG05OUT017,2506.9311916666666
FDK28OUT013,4497.685504020194
FDV47OUT045,1392.434901030928
FDN21OUT045,2809.437504477611
FDP20OUT027,3350.5521925925923
FDI35OUT045,3717.800567999999
DRY23OUT013,668.5075866666666
FDA56OUT017,2002.671826229508
FDB09OUT013,1995.5749946428568
NCO26OUT027,3008.8659913043484
FDQ49OUT018,1913.8421000000005
FDI52OUT027,3350.5521925925923
FDZ44OUT027,3008.8659913043484
FDZ09OUT018,2312.82275
FDY03OUT049,2144.234507692309
NCG42OUT017,2154.2537956521737
DRI13OUT027,5583.944839531058
FDQ32OUT013,1995.5749946428568
FDW16OUT035,1240.6032981818182
FDU27OUT046,898.5214585365852
FDR28OUT010,372.49492424242425
FDQ49OUT010,372.49492424242425
FDS37OUT046,2062.5471984000005
FDW26OUT018,3163.379109433962
FDX12OUT018,3472.734470588235
NCP06OUT013,2274.5480105263164
FDW45OUT010,339.83086885245893
NCN30OUT049,1544.7701371428568
FDN24OUT049,874.5515255813954
NCL41OUT027,1034.1271358024692
FDR02OUT019,276.71463265306113
FDD09OUT010,443.1992814285715
FDS33OUT010,226.1515972413793
FDU22OUT045,1650.9204541666666
FDI53OUT013,2326.1813302325586
DRH01OUT049,2606.791375384616
FDX32OUT013,2722.8775265625
NCP30OUT018,629.0179469387754
FDB60OUT045,3058.7650959999987
FDB14OUT049,1240.6032981818182
NCP02OUT035,903.9705953488373
FDJ10OUT017,2439.4859574803154
FDG34OUT046,1783.4539305263156
NCB18OUT017,1240.6032981818182
FDM16OUT049,1235.7664125000008
FDW25OUT018,1124.6880491228073
FDB35OUT010,226.1515972413793
DRN11OUT013,2439.4859574803154
FDF41OUT019,579.6709787234045
FDH16OUT045,1467.8507136842102
NCQ50OUT018,3163.379109433962
DRH23OUT018,629.0179469387754
DRJ37OUT013,2413.6486485714295
DRJ24OUT027,4858.6629377358495
FDY16OUT035,2976.862745901639
FDQ27OUT045,1800.6448786516855
FDZ33OUT045,2208.9341714285715
FDF29OUT045,1650.9204541666666
FDA08OUT049,2809.437504477611
FDG31OUT046,1065.8112234042553
FDE34OUT019,443.1992814285715
NCR30OUT027,2254.1243035087723
FDV33OUT035,4320.813725714288
DRZ24OUT018,1621.0622896551724
NCL54OUT035,2718.62785
FDR12OUT049,2718.62785
NCC54OUT046,4036.5720145833325
DRN59OUT013,736.2284184397168
FDX50OUT019,276.71463265306113
FDV31OUT027,4858.6629377358495
NCA29OUT027,4858.6629377358495
FDW60OUT049,2606.791375384616
FDX08OUT017,2976.862745901639
DRD49OUT013,3594.1548499999985
FDD33OUT046,4235.7893363636385
FDW35OUT013,548.8336101694914
FDJ36OUT017,1645.0914015873013
FDV51OUT035,2718.62785
FDW36OUT046,1707.1403591240878
FDH35OUT046,2809.437504477611
NCS30OUT027,3350.5521925925923
FDN49OUT017,635.2273300813005
FDL08OUT018,3472.734470588235
FDI09OUT013,4036.5720145833325
FDP19OUT018,1913.8421000000005
FDU21OUT010,80.37157142857143
NCP41OUT045,1443.7987793103443
FDY10OUT013,1783.4539305263156
FDP12OUT018,629.0179469387754
NCN26OUT049,2062.5471984000005
FDK44OUT013,3051.3035043478253
FDC28OUT049,1645.0914015873013
FDJ41OUT027,5609.657911027532
NCT29OUT035,2071.0065678571436
NCH42OUT019,540.6296000000001
FDU60OUT018,2312.82275
FDS02OUT045,2976.862745901639
FDC51OUT046,2062.5471984000005
FDU03OUT013,3297.717643076922
FDX39OUT045,3938.293467532468
NCY05OUT010,80.37157142857143
NCL06OUT027,5609.657911027532
FDD32OUT035,1361.8809298701296
NCN41OUT045,1650.9204541666666
NCX53OUT049,2246.500584313726
FDU57OUT019,372.49492424242425
FDQ23OUT046,1800.6448786516855
FDQ52OUT045,4320.813725714288
FDC14OUT045,635.2273300813005
FDY09OUT035,2969.5644262068968
FDQ28OUT045,2722.8775265625
FDV25OUT046,3725.007187200001
FDJ07OUT035,2071.0065678571436
DRB25OUT049,1800.6448786516855
FDK52OUT019,540.6296000000001
FDY52OUT027,2138.6147326086957
FDB28OUT046,3058.7650959999987
FDT36OUT035,635.2273300813005
FDV25OUT017,3725.007187200001
NCN07OUT027,3350.5521925925923
FDC57OUT017,2875.8419048780493
FDQ03OUT018,3472.734470588235
FDU23OUT017,3181.560342105264
NCX41OUT035,3332.6921636363627
NCD06OUT035,736.2284184397168
FDW08OUT045,1707.1403591240878
NCU29OUT017,2230.899564210526
NCE06OUT013,2326.1813302325586
FDV52OUT010,226.1515972413793
FDB02OUT017,2969.5644262068968
NCR18OUT045,668.5075866666666
FDK16OUT049,1544.7701371428568
NCQ29OUT010,579.6709787234045
FDZ01OUT019,276.71463265306113
FDW27OUT035,2439.4859574803154
FDD17OUT018,3472.734470588235
FDW39OUT013,2969.5644262068968
DRH59OUT045,1235.7664125000008
FDS52OUT013,1443.7987793103443
FDU40OUT027,5583.944839531058
NCF54OUT013,2718.62785
FDH46OUT045,1645.0914015873013
NCP14OUT049,1645.0914015873013
FDH50OUT049,3406.2586563106797
DRF15OUT010,372.49492424242425
FDV27OUT027,2138.6147326086957
NCJ06OUT049,2144.234507692309
FDN02OUT018,3163.379109433962
FDQ51OUT049,736.2284184397168
FDQ07OUT017,3725.007187200001
FDS45OUT049,1645.0914015873013
NCJ06OUT045,1885.9219217391292
FDD36OUT035,2071.0065678571436
FDY25OUT045,2976.862745901639
FDU52OUT046,2439.4859574803154
DRK47OUT017,4037.812638235294
NCL30OUT017,2154.2537956521737
FDN22OUT035,4320.813725714288
NCF30OUT027,3350.5521925925923
FDK03OUT035,4320.813725714288
FDT45OUT017,874.5515255813954
NCC54OUT027,5609.657911027532
FDP08OUT018,2497.608531578948
FDU44OUT046,2809.437504477611
DRG39OUT035,874.5515255813954
FDU32OUT049,2062.5471984000005
FDY27OUT049,2606.791375384616
NCP54OUT013,1995.5749946428568
NCZ41OUT049,2144.234507692309
DRL49OUT013,2413.6486485714295
FDI05OUT018,1124.6880491228073
FDY56OUT045,3725.007187200001
DRC13OUT013,1995.5749946428568
NCV29OUT017,2969.5644262068968
FDR24OUT049,1240.6032981818182
FDZ34OUT018,2738.6295916666654
FDP37OUT035,2071.0065678571436
FDX08OUT027,4858.6629377358495
FDS57OUT045,2246.500584313726
NCG18OUT049,1645.0914015873013
FDK25OUT018,2497.608531578948
FDH53OUT049,1235.7664125000008
DRI59OUT018,3090.5326333333337
FDA52OUT046,2606.791375384616
FDT20OUT010,139.39430909090913
FDE36OUT019,372.49492424242425
FDI24OUT017,2969.5644262068968
FDB28OUT018,3163.379109433962
FDV11OUT017,2969.5644262068968
FDP01OUT046,2274.5480105263164
FDD34OUT027,3960.442038926174
FDJ50OUT027,2138.6147326086957
FDZ44OUT013,1995.5749946428568
DRO59OUT035,1361.8809298701296
DRB48OUT045,635.2273300813005
FDR21OUT018,2738.6295916666654
NCE42OUT010,579.6709787234045
FDO23OUT046,1240.6032981818182
NCE30OUT018,3163.379109433962
FDQ22OUT035,635.2273300813005
FDY01OUT045,1650.9204541666666
FDS08OUT017,2969.5644262068968
FDG28OUT018,3472.734470588235
FDQ51OUT018,629.0179469387754
FDB05OUT017,3862.6357009009
FDO56OUT049,2062.5471984000005
FDE02OUT018,1334.2503961538464
